"domain" "phylum" "class" "order" "family" "genus" "species"
"ASV_4674" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Myxococcaceae" NA NA
"ASV_4675" NA NA NA NA NA NA NA
"ASV_4676" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_4677" "Bacteria" NA NA NA NA NA NA
"ASV_4678" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Pirellula" NA
"ASV_4679" NA NA NA NA NA NA NA
"ASV_4680" NA NA NA NA NA NA NA
"ASV_4681" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"ASV_4682" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Lacunisphaera" NA
"ASV_4683" "Bacteria" NA NA NA NA NA NA
"ASV_4684" "Bacteria" "Myxococcota" "Polyangia" "Blfdi19" NA NA NA
"ASV_4685" NA NA NA NA NA NA NA
"ASV_4686" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_4687" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_4688" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_4689" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "AKYH767" NA NA
"ASV_4690" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Altererythrobacter" NA
"ASV_4691" "Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" NA NA NA
"ASV_4692" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "37-13" NA NA
"ASV_4693" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_4694" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" NA NA NA
"ASV_4695" "Bacteria" "Actinobacteriota" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides" NA
"ASV_4696" NA NA NA NA NA NA NA
"ASV_4697" "Bacteria" "Myxococcota" "Polyangia" "Blfdi19" NA NA NA
"ASV_4698" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"ASV_4699" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "S15-21" NA NA
"ASV_4700" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" NA NA
"ASV_4701" NA NA NA NA NA NA NA
"ASV_4702" NA NA NA NA NA NA NA
"ASV_4703" "Bacteria" "Myxococcota" NA NA NA NA NA
"ASV_4704" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Fimbriiglobus" NA
"ASV_4705" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "SM1A02" NA
"ASV_4706" "Bacteria" "Planctomycetota" "Planctomycetes" "Planctomycetales" "Rubinisphaeraceae" "SH-PL14" NA
"ASV_4707" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"ASV_4708" NA NA NA NA NA NA NA
"ASV_4709" "Bacteria" NA NA NA NA NA NA
"ASV_4710" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_4711" "Bacteria" NA NA NA NA NA NA
"ASV_4712" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA NA
"ASV_4713" "Bacteria" "Firmicutes" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" NA
"ASV_4714" NA NA NA NA NA NA NA
"ASV_4715" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae" "Clostridiumsensustricto12" NA
"ASV_4716" NA NA NA NA NA NA NA
"ASV_4717" NA NA NA NA NA NA NA
"ASV_4718" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Fimbriiglobus" NA
"ASV_4719" "Bacteria" "Planctomycetota" "Planctomycetes" "Planctomycetales" "Rubinisphaeraceae" "SH-PL14" NA
"ASV_4720" "Bacteria" NA NA NA NA NA NA
"ASV_4721" NA NA NA NA NA NA NA
"ASV_4722" "Bacteria" NA NA NA NA NA NA
"ASV_4723" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_4724" NA NA NA NA NA NA NA
"ASV_4725" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" "Ohtaekwangia" NA
"ASV_4726" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" NA
"ASV_4727" NA NA NA NA NA NA NA
"ASV_4728" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_4729" NA NA NA NA NA NA NA
"ASV_4730" NA NA NA NA NA NA NA
"ASV_4731" NA NA NA NA NA NA NA
"ASV_4732" "Bacteria" "Planctomycetota" "BD7-11" NA NA NA NA
"ASV_4733" NA NA NA NA NA NA NA
"ASV_4734" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" "Aquicella" NA
"ASV_4735" "Bacteria" NA NA NA NA NA NA
"ASV_4736" NA NA NA NA NA NA NA
"ASV_4737" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_4738" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_4739" "Bacteria" "Firmicutes" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" NA
"ASV_4740" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "RhizobialesIncertaeSedis" "Bauldia" NA
"ASV_4741" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"ASV_4742" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" NA NA
"ASV_4743" "Bacteria" "Acidobacteriota" "Acidobacteriae" NA NA NA NA
"ASV_4744" NA NA NA NA NA NA NA
"ASV_4745" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Fimbriiglobus" NA
"ASV_4746" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_4747" "Bacteria" NA NA NA NA NA NA
"ASV_4748" "Bacteria" "Desulfobacterota" "Syntrophobacteria" "Syntrophobacterales" "Syntrophobacteraceae" NA NA
"ASV_4749" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" "OLB12" NA
"ASV_4750" NA NA NA NA NA NA NA
"ASV_4751" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_4752" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "LWQ8" NA NA
"ASV_4753" NA NA NA NA NA NA NA
"ASV_4754" NA NA NA NA NA NA NA
"ASV_4755" NA NA NA NA NA NA NA
"ASV_4756" NA NA NA NA NA NA NA
"ASV_4757" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Myxococcaceae" "P3OB-42" NA
"ASV_4758" "Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"ASV_4759" NA NA NA NA NA NA NA
"ASV_4760" NA NA NA NA NA NA NA
"ASV_4761" NA NA NA NA NA NA NA
"ASV_4762" "Bacteria" "Bacteroidota" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" NA NA
"ASV_4763" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Niastella" NA
"ASV_4764" "Bacteria" "Myxococcota" "Polyangia" "Nannocystales" "Nannocystaceae" "Nannocystis" NA
"ASV_4765" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "LWQ8" NA NA
"ASV_4766" "Bacteria" NA NA NA NA NA NA
"ASV_4767" "Bacteria" NA NA NA NA NA NA
"ASV_4768" "Bacteria" "Planctomycetota" NA NA NA NA NA
"ASV_4769" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_4770" NA NA NA NA NA NA NA
"ASV_4771" NA NA NA NA NA NA NA
"ASV_4772" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Fimbriiglobus" NA
"ASV_4773" NA NA NA NA NA NA NA
"ASV_4774" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"ASV_4775" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_4776" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_4777" NA NA NA NA NA NA NA
"ASV_4778" "Bacteria" "Bacteroidota" "Bacteroidia" "Flavobacteriales" "Weeksellaceae" "Chryseobacterium" NA
"ASV_4779" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" "Ohtaekwangia" NA
"ASV_4780" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"ASV_4781" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "env.OPS17" NA NA
"ASV_4782" "Bacteria" "Cyanobacteria" "Vampirivibrionia" "Obscuribacterales" "Obscuribacteraceae" "CandidatusObscuribacter" NA
"ASV_4783" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "ADurb.Bin063-1" NA
"ASV_4784" "Bacteria" "Acidobacteriota" "Subgroup5" NA NA NA NA
"ASV_4785" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Conexibacter" NA
"ASV_4786" "Bacteria" "Chloroflexi" "Chloroflexia" NA NA NA NA
"ASV_4787" NA NA NA NA NA NA NA
"ASV_4788" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" NA NA NA NA
"ASV_4789" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_4790" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" NA NA NA NA
"ASV_4791" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "SM1A02" NA
"ASV_4792" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "NS11-12marinegroup" NA NA
"ASV_4793" "Bacteria" NA NA NA NA NA NA
"ASV_4794" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Acidocella" NA
"ASV_4795" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_4796" NA NA NA NA NA NA NA
"ASV_4797" NA NA NA NA NA NA NA
"ASV_4798" NA NA NA NA NA NA NA
"ASV_4799" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Chloroflexaceae" "FFCH7168" NA
"ASV_4800" "Bacteria" "Acidobacteriota" "Blastocatellia" "nov-24" NA NA NA
"ASV_4801" "Bacteria" "Planctomycetota" NA NA NA NA NA
"ASV_4802" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Nitrosomonadaceae" "MND1" NA
"ASV_4803" NA NA NA NA NA NA NA
"ASV_4804" NA NA NA NA NA NA NA
"ASV_4805" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_4806" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" NA NA
"ASV_4807" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "1174-901-12" NA
"ASV_4808" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_4809" NA NA NA NA NA NA NA
"ASV_4810" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_4811" NA NA NA NA NA NA NA
"ASV_4812" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_4813" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Edaphobaculum" NA
"ASV_4814" NA NA NA NA NA NA NA
"ASV_4815" "Bacteria" "Spirochaetota" "Spirochaetia" "Spirochaetales" "Spirochaetaceae" "Spirochaeta" NA
"ASV_4816" NA NA NA NA NA NA NA
"ASV_4817" NA NA NA NA NA NA NA
"ASV_4818" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "LD29" NA
"ASV_4819" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "SM2D12" NA NA
"ASV_4820" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" NA NA
"ASV_4821" NA NA NA NA NA NA NA
"ASV_4822" NA NA NA NA NA NA NA
"ASV_4823" "Bacteria" "Acidobacteriota" "Holophagae" "Subgroup7" NA NA NA
"ASV_4824" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "ADurb.Bin063-1" NA
"ASV_4825" "Bacteria" NA NA NA NA NA NA
"ASV_4826" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" "G12-WMSP1" NA
"ASV_4827" "Bacteria" "Myxococcota" "Polyangia" "Blfdi19" NA NA NA
"ASV_4828" "Bacteria" NA NA NA NA NA NA
"ASV_4829" "Archaea" "Crenarchaeota" "Nitrososphaeria" NA NA NA NA
"ASV_4830" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_4831" "Bacteria" "Patescibacteria" "Parcubacteria" NA NA NA NA
"ASV_4832" NA NA NA NA NA NA NA
"ASV_4833" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_4834" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Prosthecobacter" NA
"ASV_4835" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" NA NA NA
"ASV_4836" "Bacteria" NA NA NA NA NA NA
"ASV_4837" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" NA NA
"ASV_4838" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_4839" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "env.OPS17" NA NA
"ASV_4840" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae" "Clostridiumsensustricto8" NA
"ASV_4841" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Cytophagaceae" "Cytophaga" NA
"ASV_4842" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Terrimicrobiaceae" "FukuN18freshwatergroup" NA
"ASV_4843" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "UBA12409" NA NA
"ASV_4844" NA NA NA NA NA NA NA
"ASV_4845" "Bacteria" NA NA NA NA NA NA
"ASV_4846" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "Ellin516" NA
"ASV_4847" NA NA NA NA NA NA NA
"ASV_4848" NA NA NA NA NA NA NA
"ASV_4849" NA NA NA NA NA NA NA
"ASV_4850" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Comamonadaceae" NA NA
"ASV_4851" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" "Aquicella" NA
"ASV_4852" "Bacteria" "Myxococcota" NA NA NA NA NA
"ASV_4853" "Bacteria" NA NA NA NA NA NA
"ASV_4854" NA NA NA NA NA NA NA
"ASV_4855" "Bacteria" "Acidobacteriota" "Blastocatellia" "Blastocatellales" "Blastocatellaceae" "Aridibacter" NA
"ASV_4856" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_4857" NA NA NA NA NA NA NA
"ASV_4858" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_4859" NA NA NA NA NA NA NA
"ASV_4860" "Bacteria" "FCPU426" NA NA NA NA NA
"ASV_4861" "Bacteria" NA NA NA NA NA NA
"ASV_4862" "Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" NA NA
"ASV_4863" NA NA NA NA NA NA NA
"ASV_4864" "Bacteria" NA NA NA NA NA NA
"ASV_4865" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Rhodanobacteraceae" NA NA
"ASV_4866" "Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "cvE6" NA NA
"ASV_4867" NA NA NA NA NA NA NA
"ASV_4868" NA NA NA NA NA NA NA
"ASV_4869" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" NA NA
"ASV_4870" NA NA NA NA NA NA NA
"ASV_4871" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" NA NA
"ASV_4872" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" NA NA
"ASV_4873" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" NA
"ASV_4874" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_4875" NA NA NA NA NA NA NA
"ASV_4876" NA NA NA NA NA NA NA
"ASV_4877" NA NA NA NA NA NA NA
"ASV_4878" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "LD29" NA
"ASV_4879" "Bacteria" "Gemmatimonadota" "S0134terrestrialgroup" NA NA NA NA
"ASV_4880" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Subgroup17" NA NA NA
"ASV_4881" NA NA NA NA NA NA NA
"ASV_4882" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "CCD24" NA NA NA
"ASV_4883" NA NA NA NA NA NA NA
"ASV_4884" "Bacteria" NA NA NA NA NA NA
"ASV_4885" "Bacteria" "Firmicutes" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Ammoniphilus" NA
"ASV_4886" NA NA NA NA NA NA NA
"ASV_4887" "Bacteria" NA NA NA NA NA NA
"ASV_4888" NA NA NA NA NA NA NA
"ASV_4889" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"ASV_4890" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_4891" "Bacteria" NA NA NA NA NA NA
"ASV_4892" NA NA NA NA NA NA NA
"ASV_4893" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"ASV_4894" "Bacteria" NA NA NA NA NA NA
"ASV_4895" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" "Aquicella" NA
"ASV_4896" NA NA NA NA NA NA NA
"ASV_4897" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "37-13" NA NA
"ASV_4898" NA NA NA NA NA NA NA
"ASV_4899" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup13" NA NA NA
"ASV_4900" NA NA NA NA NA NA NA
"ASV_4901" NA NA NA NA NA NA NA
"ASV_4902" "Bacteria" NA NA NA NA NA NA
"ASV_4903" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "BIrii41" NA NA
"ASV_4904" "Bacteria" NA NA NA NA NA NA
"ASV_4905" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Fimbriiglobus" NA
"ASV_4906" "Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"ASV_4907" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "GammaproteobacteriaIncertaeSedis" "UnknownFamily_4" "CandidatusOvatusbacter" NA
"ASV_4908" NA NA NA NA NA NA NA
"ASV_4909" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Azospirillales" "Inquilinaceae" "Inquilinus" NA
"ASV_4910" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" NA
"ASV_4911" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Hyphomonadaceae" "SWB02" NA
"ASV_4912" NA NA NA NA NA NA NA
"ASV_4913" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Roseisolibacter" NA
"ASV_4914" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Pir4lineage" NA
"ASV_4915" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_4916" NA NA NA NA NA NA NA
"ASV_4917" NA NA NA NA NA NA NA
"ASV_4918" NA NA NA NA NA NA NA
"ASV_4919" NA NA NA NA NA NA NA
"ASV_4920" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Magnetospirillaceae" "Telmatospirillum" NA
"ASV_4921" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Paracaedibacterales" "Paracaedibacteraceae" "CandidatusParacaedibacter" NA
"ASV_4922" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_4923" "Bacteria" NA NA NA NA NA NA
"ASV_4924" "Bacteria" "Planctomycetota" NA NA NA NA NA
"ASV_4925" "Bacteria" NA NA NA NA NA NA
"ASV_4926" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_4927" "Bacteria" "Patescibacteria" "Parcubacteria" NA NA NA NA
"ASV_4928" "Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"ASV_4929" "Bacteria" NA NA NA NA NA NA
"ASV_4930" NA NA NA NA NA NA NA
"ASV_4931" "Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"ASV_4932" NA NA NA NA NA NA NA
"ASV_4933" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "env.OPS17" NA NA
"ASV_4934" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" NA NA NA
"ASV_4935" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_4936" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Rhodovastum" NA
"ASV_4937" NA NA NA NA NA NA NA
"ASV_4938" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA NA
"ASV_4939" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" NA NA
"ASV_4940" NA NA NA NA NA NA NA
"ASV_4941" "Bacteria" NA NA NA NA NA NA
"ASV_4942" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "SM2D12" NA NA
"ASV_4943" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Occallatibacter" NA
"ASV_4944" "Bacteria" "Armatimonadota" "Chthonomonadetes" "Chthonomonadales" "Chthonomonadaceae" "Chthonomonas" NA
"ASV_4945" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"ASV_4946" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"ASV_4947" "Bacteria" NA NA NA NA NA NA
"ASV_4948" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "1174-901-12" NA
"ASV_4949" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" NA NA
"ASV_4950" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Polymorphobacter" NA
"ASV_4951" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "Saccharimonadaceae" NA NA
"ASV_4952" "Bacteria" NA NA NA NA NA NA
"ASV_4953" NA NA NA NA NA NA NA
"ASV_4954" "Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"ASV_4955" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "DEV008" NA
"ASV_4956" NA NA NA NA NA NA NA
"ASV_4957" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"ASV_4958" "Bacteria" "Myxococcota" "Polyangia" NA NA NA NA
"ASV_4959" "Bacteria" NA NA NA NA NA NA
"ASV_4960" "Bacteria" "Acidobacteriota" "Blastocatellia" "nov-24" NA NA NA
"ASV_4961" NA NA NA NA NA NA NA
"ASV_4962" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Gemmata" NA
"ASV_4963" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Magnetospirillaceae" "Telmatospirillum" NA
"ASV_4964" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" "1959-1" NA
"ASV_4965" NA NA NA NA NA NA NA
"ASV_4966" NA NA NA NA NA NA NA
"ASV_4967" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"ASV_4968" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" NA NA NA
"ASV_4969" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_4970" NA NA NA NA NA NA NA
"ASV_4971" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_4972" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" NA NA NA
"ASV_4973" "Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "Simkaniaceae" NA NA
"ASV_4974" "Bacteria" "Chloroflexi" NA NA NA NA NA
"ASV_4975" NA NA NA NA NA NA NA
"ASV_4976" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" NA NA
"ASV_4977" NA NA NA NA NA NA NA
"ASV_4978" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_4979" "Bacteria" "RCP2-54" NA NA NA NA NA
"ASV_4980" "Bacteria" "Acidobacteriota" "Holophagae" "Subgroup7" NA NA NA
"ASV_4981" "Bacteria" NA NA NA NA NA NA
"ASV_4982" "Bacteria" NA NA NA NA NA NA
"ASV_4983" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Paracaedibacterales" "Paracaedibacteraceae" "CandidatusParacaedibacter" NA
"ASV_4984" NA NA NA NA NA NA NA
